material_id;topo_class;sub_class;cross_type
mp-11073;SM*;ESFD†;Point
mp-11344;SM*;ESFD†;Point
mp-11387;SM*;ESFD†;Point
mp-11475;SM*;ESFD†;Point
mp-11734;SM*;ESFD†;Point
mp-11808;SM*;ESFD†;Point
mp-1263;SM*;ES†;Line
mp-12875;SM*;ESFD†;Point
mp-13;SM*;ESFD†;Point
mp-13095;SM*;ES†;Line
mp-13472;SM*;ES†;Plane
mp-14622;SM*;ESFD†;Point
mp-15796;trivial*;LCEBR†;
mp-16281;trivial*;LCEBR†;
mp-16291;trivial*;LCEBR†;
mp-16483;SM*;ESFD†;Point
mp-1731;SM*;ES†;Line
mp-17913;TI*;NLC†;
mp-18483;trivial*;LCEBR†;
mp-1853;trivial*;LCEBR†;
mp-1864;trivial*;LCEBR†;
mp-18741;trivial*;LCEBR†;
mp-18986;trivial*;LCEBR†;
mp-19225;SM*;ESFD†;Point
mp-1980;SM*;ESFD†;Point
mp-19976;TI*;NLC†;
mp-20012;SM*;ESFD†;Point
mp-20176;trivial*;LCEBR†;
mp-20182;SM*;ESFD†;Point
mp-20263;SM*;ESFD†;Point
mp-2027;SM*;ESFD†;Point
mp-20715;SM*;ESFD†;Point
mp-21177;SM*;ES†;Line
mp-2126;SM*;ESFD†;Point
mp-2137;trivial*;LCEBR†;
mp-21510;trivial*;LCEBR†;
mp-2152;SM*;ESFD†;Point
mp-22236;SM*;ES†;Line
mp-2231;trivial*;LCEBR†;
mp-22485;SM*;ES†;Line
mp-22882;trivial*;LCEBR†;
mp-22950;SM*;ES†;Line
mp-230;trivial*;LCEBR†;
mp-23077;trivial*;LCEBR†;
mp-23091;trivial*;LCEBR†;
mp-23095;trivial*;LCEBR†;
mp-23279;SM*;ESFD†;Point
mp-23341;trivial*;LCEBR†;
mp-251;SM*;ESFD†;Point
mp-2567;SM*;ESFD†;Point
mp-2611;trivial*;LCEBR†;
mp-27145;SM*;ES†;Plane
mp-27291;SM*;ESFD†;Point
mp-2731;SM*;ESFD†;Point
mp-27393;SM*;ESFD†;Point
mp-27686;trivial*;LCEBR†;
mp-27767;trivial*;LCEBR†;
mp-27987;trivial*;LCEBR†;
mp-28423;trivial*;LCEBR†;
mp-28557;trivial*;LCEBR†;
mp-28591;trivial*;LCEBR†;
mp-28626;trivial*;LCEBR†;
mp-28712;trivial*;LCEBR†;
mp-28866;trivial*;LCEBR†;
mp-2914;trivial*;LCEBR†;
mp-29407;trivial*;LCEBR†;
mp-29413;trivial*;LCEBR†;
mp-29521;trivial*;LCEBR†;
mp-30060;SM*;ES†;Line
mp-30413;TI*;NLC†;
mp-30681;SM*;ESFD†;Point
mp-30778;SM*;ES†;Line
mp-30974;SM*;ESFD†;Point
mp-30993;trivial*;LCEBR†;
mp-31020;trivial*;LCEBR†;
mp-31178;SM*;ESFD†;Point
mp-3437;SM*;ES†;Line
mp-3507;SM*;ESFD†;Point
mp-351;TI*;NLC†;
mp-3551;TI*;NLC†;
mp-362;trivial*;LCEBR†;
mp-4158;SM*;ESFD†;Point
mp-4163;trivial*;LCEBR†;
mp-4474;SM*;ESFD†;Point
mp-475;SM*;ESFD†;Point
mp-491;SM*;ESFD†;Point
mp-504502;TI*;SEBR†;
mp-504729;trivial*;LCEBR†;
mp-505002;TI*;NLC†;
mp-505105;SM*;ESFD†;Point
mp-505365;trivial*;LCEBR†;
mp-505381;trivial*;LCEBR†;
mp-510264;trivial*;LCEBR†;
mp-510564;TI*;SEBR†;
mp-5166;TI*;SEBR†;
mp-534;SM*;ESFD†;Point
mp-5377;trivial*;LCEBR†;
mp-540904;TI*;NLC†;
mp-541883;SM*;ESFD†;Point
mp-552089;SM*;ESFD†;Point
mp-556405;trivial*;LCEBR†;
mp-556696;SM*;ESFD†;Point
mp-557;trivial*;LCEBR†;
mp-557322;trivial*;LCEBR†;
mp-557387;trivial*;LCEBR†;
mp-557401;trivial*;LCEBR†;
mp-557772;SM*;ES†;Line
mp-557865;trivial*;LCEBR†;
mp-558163;trivial*;LCEBR†;
mp-559747;trivial*;LCEBR†;
mp-561418;trivial*;LCEBR†;
mp-567929;SM*;ESFD†;Point
mp-568441;trivial*;LCEBR†;
mp-568983;SM*;ESFD†;Point
mp-569007;TI*;SEBR†;
mp-570108;trivial*;LCEBR†;
mp-570693;trivial*;LCEBR†;
mp-570778;trivial*;LCEBR†;
mp-571044;SM*;ESFD†;Point
mp-571169;trivial*;LCEBR†;
mp-574;SM*;ESFD†;Point
mp-581968;SM*;ES†;Line
mp-582295;SM*;ESFD†;Point
mp-582648;trivial*;LCEBR†;
mp-5836;trivial*;LCEBR†;
mp-5944;SM*;ESFD†;Point
mp-601285;SM*;ES†;Line
mp-6027;SM*;ESFD†;Point
mp-603251;TI*;SEBR†;
mp-6208;trivial*;LCEBR†;
mp-624689;trivial*;LCEBR†;
mp-628726;trivial*;LCEBR†;
mp-634716;SM*;ESFD†;Point
mp-645;SM*;ES†;Line
mp-6602;trivial*;LCEBR†;
mp-669720;TI*;NLC†;
mp-6931;trivial*;LCEBR†;
mp-704688;trivial*;LCEBR†;
mp-7117;trivial*;LCEBR†;
mp-7123;trivial*;LCEBR†;
mp-7499;trivial*;LCEBR†;
mp-7542;SM*;ES†;Line
mp-7592;trivial*;LCEBR†;
mp-764405;SM*;ESFD†;Point
mp-7849;trivial*;LCEBR†;
mp-7907;trivial*;LCEBR†;
mp-7917;TI*;SEBR†;
mp-8057;TI*;NLC†;
mp-8133;trivial*;LCEBR†;
mp-814;SM*;ESFD†;Point
mp-8268;TI*;SEBR†;
mp-9463;SM*;ESFD†;Point
mp-956;TI*;NLC†;
mp-974392;TI*;NLC†;
mp-974482;trivial*;LCEBR†;
mp-9810;trivial*;LCEBR†;
mp-9854;trivial*;LCEBR†;
mp-9937;SM*;ESFD†;Point
mp-10046;SM*;ESFD†;Point
mp-10115;SM*;ESFD†;Point
mp-1018077;SM*;ESFD†;Point
mp-10784;SM*;ESFD†;Point
mp-10802;trivial*;LCEBR†;
mp-1083;SM*;ESFD†;Point
mp-11345;SM*;ES†;Line
mp-11350;SM*;ESFD†;Point
mp-11412;SM*;ESFD†;Point
mp-11573;SM*;ESFD†;Point
mp-12003;SM*;ESFD†;Point
mp-12063;SM*;ES†;Line
mp-12515;trivial*;LCEBR†;
mp-1267;trivial*;LCEBR†;
mp-12863;SM*;ES†;Line
mp-12940;SM*;ESFD†;Point
mp-13620;trivial*;LCEBR†;
mp-13871;TI*;NLC†;
mp-15170;trivial*;LCEBR†;
mp-15514;trivial*;LCEBR†;
mp-156;SM*;ESFD†;Point
mp-15964;trivial*;LCEBR†;
mp-16914;TI*;SEBR†;
mp-17137;TI*;SEBR†;
mp-17753;TI*;NLC†;
mp-17848;TI*;SEBR†;
mp-18024;SM*;ESFD†;Point
mp-19089;SM*;ESFD†;Point
mp-1968;trivial*;LCEBR†;
mp-1971;SM*;ES†;Line
mp-20268;TI*;NLC†;
mp-20341;TI*;SEBR†;
mp-20762;trivial*;LCEBR†;
mp-20879;SM*;ES†;Line
mp-20889;trivial*;LCEBR†;
mp-20916;SM*;ESFD†;Point
mp-2105;SM*;ES†;Line
mp-21165;SM*;ES†;Line
mp-21249;TI*;SEBR†;
mp-2167;SM*;ESFD†;Point
mp-22318;trivial*;LCEBR†;
mp-23058;SM*;ESFD†;Point
mp-23587;trivial*;LCEBR†;
mp-2360;TI*;SEBR†;
mp-2515;SM*;ESFD†;Point
mp-28159;trivial*;LCEBR†;
mp-28319;trivial*;LCEBR†;
mp-28512;trivial*;LCEBR†;
mp-2858;trivial*;LCEBR†;
mp-29228;trivial*;LCEBR†;
mp-29259;trivial*;LCEBR†;
mp-29488;trivial*;LCEBR†;
mp-29639;TI*;SEBR†;
mp-29873;trivial*;LCEBR†;
mp-30165;trivial*;LCEBR†;
mp-3031;trivial*;LCEBR†;
mp-30392;SM*;ESFD†;Point
mp-30563;SM*;ESFD†;Point
mp-30792;trivial*;LCEBR†;
mp-30798;SM*;ES†;Line
mp-30820;TI*;NLC†;
mp-30954;trivial*;LCEBR†;
mp-31077;trivial*;LCEBR†;
mp-3271;SM*;ESFD†;Point
mp-3323;trivial*;LCEBR†;
mp-3448;trivial*;LCEBR†;
mp-3611;SM*;ES†;Line
mp-3642;trivial*;LCEBR†;
mp-36447;SM*;ESFD†;Point
mp-3678;SM*;ESFD†;Point
mp-38725;trivial*;LCEBR†;
mp-3992;trivial*;LCEBR†;
mp-4170;trivial*;LCEBR†;
mp-4510;SM*;ESFD†;Point
mp-4527;trivial*;LCEBR†;
mp-4813;SM*;ES†;Line
mp-4895;SM*;ES†;Line
mp-505822;TI*;NLC†;
mp-528;TI*;SEBR†;
mp-5288;SM*;ESFD†;Point
mp-5309;trivial*;LCEBR†;
mp-540701;SM*;ES†;Line
mp-542704;trivial*;LCEBR†;
mp-546679;trivial*;LCEBR†;
mp-548658;trivial*;LCEBR†;
mp-556264;SM*;ESFD†;Point
mp-556328;trivial*;LCEBR†;
mp-557453;TI*;SEBR†;
mp-557832;trivial*;LCEBR†;
mp-567097;SM*;ESFD†;Point
mp-568002;SM*;ESFD†;Point
mp-569711;trivial*;LCEBR†;
mp-570157;trivial*;LCEBR†;
mp-571100;trivial*;LCEBR†;
mp-5878;trivial*;LCEBR†;
mp-5889;SM*;ES†;Line
mp-605028;trivial*;LCEBR†;
mp-614502;SM*;ES†;Line
mp-615;SM*;ESFD†;Point
mp-621938;SM*;ES†;Line
mp-6426;trivial*;LCEBR†;
mp-6583;trivial*;LCEBR†;
mp-672677;SM*;ES†;Line
mp-695887;TI*;NLC†;
mp-7017;trivial*;LCEBR†;
mp-7158;SM*;ESFD†;Point
mp-720995;SM*;ES†;Line
mp-7221;SM*;ESFD†;Point
mp-7426;trivial*;LCEBR†;
mp-7482;trivial*;LCEBR†;
mp-754359;trivial*;LCEBR†;
mp-760502;trivial*;LCEBR†;
mp-7908;trivial*;LCEBR†;
mp-8059;trivial*;LCEBR†;
mp-8177;trivial*;LCEBR†;
mp-8658;trivial*;LCEBR†;
mp-8762;TI*;NLC†;
mp-8892;trivial*;LCEBR†;
mp-9145;trivial*;LCEBR†;
mp-9219;SM*;ESFD†;Point
mp-931;SM*;ESFD†;Point
mp-9317;trivial*;LCEBR†;
mp-9384;trivial*;LCEBR†;
mp-9486;trivial*;LCEBR†;
mp-9732;trivial*;LCEBR†;
mp-976187;SM*;ESFD†;Point
mp-9778;trivial*;LCEBR†;
mp-979;trivial*;LCEBR†;
mp-9872;trivial*;LCEBR†;
mp-988;trivial*;LCEBR†;
mp-998946;SM*;ESFD†;Point
mp-10120;SM*;ESFD†;Point
mp-10179;SM*;ESFD†;Point
mp-1018154;TI*;SEBR†;
mp-1018752;trivial*;LCEBR†;
mp-10204;SM*;ESFD†;Point
mp-10529;SM*;ESFD†;Point
mp-11514;SM*;ESFD†;Point
mp-11564;SM*;ES†;Line
mp-11651;SM*;ES†;Line
mp-12145;SM*;ESFD†;Point
mp-1233;TI*;NLC†;
mp-12521;SM*;ES†;Line
mp-12628;TI*;SEBR†;
mp-12872;SM*;ES†;Line
mp-12895;TI*;NLC†;
mp-13583;TI*;NLC†;
mp-13841;SM*;ESFD†;Point
mp-13941;SM*;ESFD†;Point
mp-14058;trivial*;LCEBR†;
mp-1409;SM*;ES†;Line
mp-14354;trivial*;LCEBR†;
mp-15123;trivial*;LCEBR†;
mp-1522;trivial*;LCEBR†;
mp-16505;trivial*;LCEBR†;
mp-16740;TI*;SEBR†;
mp-174;SM*;ESFD†;Point
mp-17720;TI*;NLC†;
mp-183;TI*;SEBR†;
mp-18733;trivial*;LCEBR†;
mp-1938;trivial*;LCEBR†;
mp-19766;TI*;SEBR†;
mp-19890;SM*;ES†;Line
mp-20181;SM*;ESFD†;Point
mp-20524;TI*;NLC†;
mp-20581;SM*;ESFD†;Point
mp-20799;SM*;ES†;Plane
mp-20865;SM*;ES†;Line
mp-20994;SM*;ESFD†;Point
mp-21187;TI*;SEBR†;
mp-21215;SM*;ESFD†;Point
mp-21269;SM*;ESFD†;Point
mp-21328;SM*;ESFD†;Point
mp-21337;TI*;NLC†;
mp-2182;SM*;ESFD†;Point
mp-21897;TI*;NLC†;
mp-22222;trivial*;LCEBR†;
mp-2352;trivial*;LCEBR†;
mp-2385;SM*;ESFD†;Point
mp-24289;SM*;ESFD†;Point
mp-24420;SM*;ESFD†;Point
mp-24811;SM*;ESFD†;Point
mp-2509;SM*;ESFD†;Point
mp-2645;TI*;SEBR†;
mp-27167;trivial*;LCEBR†;
mp-27362;trivial*;LCEBR†;
mp-27461;trivial*;LCEBR†;
mp-2802;TI*;NLC†;
mp-28254;SM*;ESFD†;Point
mp-2826;trivial*;LCEBR†;
mp-2839;SM*;ES†;Line
mp-28559;trivial*;LCEBR†;
mp-28627;trivial*;LCEBR†;
mp-28638;SM*;ESFD†;Point
mp-28967;trivial*;LCEBR†;
mp-29645;TI*;SEBR†;
mp-29742;SM*;ESFD†;Point
mp-30797;SM*;ESFD†;Point
mp-30811;TI*;SEBR†;
mp-30950;trivial*;LCEBR†;
mp-31036;trivial*;LCEBR†;
mp-31066;SM*;ESFD†;Point
mp-32780;trivial*;LCEBR†;
mp-3557;SM*;ESFD†;Point
mp-3759;trivial*;LCEBR†;
mp-3858;trivial*;LCEBR†;
mp-3955;trivial*;LCEBR†;
mp-4179;SM*;ESFD†;Point
mp-4541;trivial*;LCEBR†;
mp-4753;trivial*;LCEBR†;
mp-4860;SM*;ESFD†;Point
mp-5000;SM*;ESFD†;Point
mp-546292;TI*;SEBR†;
mp-551816;trivial*;LCEBR†;
mp-554206;trivial*;LCEBR†;
mp-555014;trivial*;LCEBR†;
mp-555194;trivial*;LCEBR†;
mp-556601;trivial*;LCEBR†;
mp-559127;trivial*;LCEBR†;
mp-561586;trivial*;LCEBR†;
mp-566;SM*;ESFD†;Point
mp-567590;SM*;ES†;Line
mp-567913;trivial*;LCEBR†;
mp-568289;trivial*;LCEBR†;
mp-569167;SM*;ESFD†;Point
mp-569264;SM*;ESFD†;Point
mp-570138;TI*;SEBR†;
mp-5934;TI*;SEBR†;
mp-613384;SM*;ES†;Line
mp-622105;SM*;ESFD†;Point
mp-637736;trivial*;LCEBR†;
mp-642804;TI*;SEBR†;
mp-646420;SM*;ESFD†;Point
mp-647164;TI*;SEBR†;
mp-649453;trivial*;LCEBR†;
mp-680112;trivial*;LCEBR†;
mp-72;TI*;SEBR†;
mp-7387;trivial*;LCEBR†;
mp-7623;trivial*;LCEBR†;
mp-7988;trivial*;LCEBR†;
mp-82;SM*;ESFD†;Point
mp-832;SM*;ESFD†;Point
mp-8365;TI*;NLC†;
mp-8450;trivial*;LCEBR†;
mp-8484;trivial*;LCEBR†;
mp-861;TI*;NLC†;
mp-864619;trivial*;LCEBR†;
mp-8994;SM*;ESFD†;Point
mp-943492;trivial*;LCEBR†;
mp-9473;SM*;ES†;Line
mp-975958;trivial*;LCEBR†;
mp-976;TI*;NLC†;
mp-9989;SM*;ESFD†;Point
mp-1018802;SM*;ES†;Line
mp-1020658;trivial*;LCEBR†;
mp-10232;SM*;ES†;Line
mp-10776;trivial*;LCEBR†;
mp-10779;SM*;ESFD†;Point
mp-10895;TI*;SEBR†;
mp-10991;TI*;NLC†;
mp-1112;trivial*;LCEBR†;
mp-113;SM*;ESFD†;Point
mp-11674;trivial*;LCEBR†;
mp-11753;SM*;ESFD†;Point
mp-11854;trivial*;LCEBR†;
mp-12427;trivial*;LCEBR†;
mp-12488;SM*;ESFD†;Point
mp-12622;trivial*;LCEBR†;
mp-13381;TI*;NLC†;
mp-13382;SM*;ES†;Line
mp-1400;SM*;ESFD†;Point
mp-15780;SM*;ESFD†;Point
mp-1668;TI*;SEBR†;
mp-1674;SM*;ESFD†;Point
mp-16762;SM*;ES†;Line
mp-17929;TI*;SEBR†;
mp-1894;SM*;ES†;Line
mp-1928;TI*;SEBR†;
mp-1992;SM*;ES†;Line
mp-19948;SM*;ESFD†;Point
mp-2065;SM*;ESFD†;Point
mp-20995;SM*;ESFD†;Point
mp-21134;SM*;ESFD†;Point
mp-2201;TI*;SEBR†;
mp-22753;TI*;SEBR†;
mp-22914;trivial*;LCEBR†;
mp-23;SM*;ESFD†;Point
mp-23209;trivial*;LCEBR†;
mp-23354;trivial*;LCEBR†;
mp-23778;trivial*;LCEBR†;
mp-23955;TI*;NLC†;
mp-25469;trivial*;LCEBR†;
mp-27234;SM*;ES†;Line
mp-27452;trivial*;LCEBR†;
mp-2786;SM*;ES†;Line
mp-2794;TI*;NLC†;
mp-28111;trivial*;LCEBR†;
mp-28166;trivial*;LCEBR†;
mp-28365;trivial*;LCEBR†;
mp-28391;trivial*;LCEBR†;
mp-28497;trivial*;LCEBR†;
mp-29194;trivial*;LCEBR†;
mp-29359;trivial*;LCEBR†;
mp-29862;trivial*;LCEBR†;
mp-29892;trivial*;LCEBR†;
mp-3;SM*;ESFD†;Point
mp-30619;SM*;ESFD†;Point
mp-30709;SM*;ES†;Line
mp-30865;SM*;ESFD†;Point
mp-30877;SM*;ES†;Line
mp-31094;TI*;SEBR†;
mp-3211;TI*;SEBR†;
mp-3219;trivial*;LCEBR†;
mp-32548;SM*;ESFD†;Point
mp-3352;TI*;NLC†;
mp-3359;trivial*;LCEBR†;
mp-3427;trivial*;LCEBR†;
mp-3593;trivial*;LCEBR†;
mp-3839;trivial*;LCEBR†;
mp-3943;trivial*;LCEBR†;
mp-4180;trivial*;LCEBR†;
mp-4421;trivial*;LCEBR†;
mp-4785;SM*;ESFD†;Point
mp-4908;SM*;ESFD†;Point
mp-4962;trivial*;LCEBR†;
mp-504849;trivial*;LCEBR†;
mp-510438;SM*;ESFD†;Point
mp-541310;trivial*;LCEBR†;
mp-541707;trivial*;LCEBR†;
mp-542777;TI*;SEBR†;
mp-5472;trivial*;LCEBR†;
mp-552008;SM*;ESFD†;Point
mp-554037;trivial*;LCEBR†;
mp-554517;trivial*;LCEBR†;
mp-554783;trivial*;LCEBR†;
mp-554885;trivial*;LCEBR†;
mp-554941;trivial*;LCEBR†;
mp-555741;trivial*;LCEBR†;
mp-556185;trivial*;LCEBR†;
mp-556424;SM*;ESFD†;Point
mp-556633;trivial*;LCEBR†;
mp-560145;SM*;ES†;Line
mp-560725;trivial*;LCEBR†;
mp-561172;TI*;SEBR†;
mp-568346;trivial*;LCEBR†;
mp-569792;SM*;ESFD†;Point
mp-569983;SM*;ES†;Line
mp-570091;SM*;ESFD†;Point
mp-570873;trivial*;LCEBR†;
mp-571035;trivial*;LCEBR†;
mp-571491;SM*;ESFD†;Point
mp-601148;SM*;ESFD†;Point
mp-640562;TI*;SEBR†;
mp-642823;TI*;SEBR†;
mp-643063;TI*;NLC†;
mp-643378;SM*;ESFD†;Point
mp-646633;TI*;NLC†;
mp-647243;TI*;NLC†;
mp-647366;trivial*;LCEBR†;
mp-652353;trivial*;LCEBR†;
mp-6591;trivial*;LCEBR†;
mp-672254;TI*;SEBR†;
mp-697087;trivial*;LCEBR†;
mp-6989;trivial*;LCEBR†;
mp-706627;trivial*;LCEBR†;
mp-7067;trivial*;LCEBR†;
mp-7251;trivial*;LCEBR†;
mp-7497;SM*;ES†;Line
mp-768516;SM*;ES†;Line
mp-794;TI*;SEBR†;
mp-8459;trivial*;LCEBR†;
mp-861607;SM*;ESFD†;Point
mp-8645;TI*;SEBR†;
mp-928;SM*;ESFD†;Point
mp-9304;SM*;ESFD†;Point
mp-949;SM*;ESFD†;Point
mp-9514;trivial*;LCEBR†;
mp-973185;trivial*;LCEBR†;
mp-973391;trivial*;LCEBR†;
mp-9753;SM*;ESFD†;Point
mp-9780;trivial*;LCEBR†;
mp-9900;trivial*;LCEBR†;
mp-9988;TI*;SEBR†;
mp-10126;SM*;ESFD†;Point
mp-1018740;trivial*;LCEBR†;
mp-1018784;SM*;ESFD†;Point
mp-10517;trivial*;LCEBR†;
mp-10785;trivial*;LCEBR†;
mp-11086;SM*;ES†;Line
mp-11209;trivial*;LCEBR†;
mp-11226;SM*;ES†;Line
mp-12006;TI*;NLC†;
mp-12029;trivial*;LCEBR†;
mp-12245;trivial*;LCEBR†;
mp-1298;SM*;ES†;Line
mp-13135;SM*;ESFD†;Point
mp-15236;SM*;ES†;Plane
mp-16577;trivial*;LCEBR†;
mp-17155;trivial*;LCEBR†;
mp-18503;SM*;ES†;Line
mp-18704;trivial*;LCEBR†;
mp-18951;trivial*;LCEBR†;
mp-19147;SM*;ES†;Line
mp-19247;trivial*;LCEBR†;
mp-19893;trivial*;LCEBR†;
mp-19996;SM*;ESFD†;Point
mp-20228;SM*;ESFD†;Point
mp-20507;trivial*;LCEBR†;
mp-20542;SM*;ESFD†;Point
mp-2064;trivial*;LCEBR†;
mp-20671;SM*;ES†;Plane
mp-20742;TI*;NLC†;
mp-21048;SM*;ES†;Plane
mp-2119;SM*;ESFD†;Point
mp-21297;SM*;ESFD†;Point
mp-21462;SM*;ESFD†;Point
mp-21511;trivial*;LCEBR†;
mp-22041;SM*;ES†;Plane
mp-22266;TI*;SEBR†;
mp-22678;TI*;SEBR†;
mp-22856;trivial*;LCEBR†;
mp-22991;SM*;ESFD†;Point
mp-23164;trivial*;LCEBR†;
mp-23207;trivial*;LCEBR†;
mp-23215;trivial*;LCEBR†;
mp-23493;trivial*;LCEBR†;
mp-2370;SM*;ESFD†;Point
mp-23939;trivial*;LCEBR†;
mp-24433;trivial*;LCEBR†;
mp-24719;SM*;ESFD†;Point
mp-27148;trivial*;LCEBR†;
mp-27304;SM*;ESFD†;Point
mp-27400;trivial*;LCEBR†;
mp-27428;trivial*;LCEBR†;
mp-27454;trivial*;LCEBR†;
mp-2747;SM*;ESFD†;Point
mp-27506;trivial*;LCEBR†;
mp-2759;SM*;ES†;Line
mp-27922;trivial*;LCEBR†;
mp-28062;trivial*;LCEBR†;
mp-28293;trivial*;LCEBR†;
mp-28968;SM*;ES†;Line
mp-29452;SM*;ESFD†;Point
mp-29590;trivial*;LCEBR†;
mp-29651;SM*;ES†;Line
mp-2971;TI*;SEBR†;
mp-29960;trivial*;LCEBR†;
mp-29966;trivial*;LCEBR†;
mp-3019;trivial*;LCEBR†;
mp-30565;SM*;ESFD†;Point
mp-30815;TI*;SEBR†;
mp-3107;trivial*;LCEBR†;
mp-31472;SM*;ESFD†;Point
mp-334;trivial*;LCEBR†;
mp-3444;SM*;ESFD†;Point
mp-3555;SM*;ESFD†;Point
mp-35785;trivial*;LCEBR†;
mp-3699;trivial*;LCEBR†;
mp-4207;TI*;SEBR†;
mp-4967;trivial*;LCEBR†;
mp-502;trivial*;LCEBR†;
mp-505541;trivial*;LCEBR†;
mp-5295;trivial*;LCEBR†;
mp-542909;SM*;ESFD†;Point
mp-5448;TI*;NLC†;
mp-5481;SM*;ESFD†;Point
mp-5493;SM*;ESFD†;Point
mp-553875;trivial*;LCEBR†;
mp-554775;trivial*;LCEBR†;
mp-556060;TI*;SEBR†;
mp-556392;trivial*;LCEBR†;
mp-557626;TI*;NLC†;
mp-558285;trivial*;LCEBR†;
mp-558781;trivial*;LCEBR†;
mp-559296;trivial*;LCEBR†;
mp-560125;trivial*;LCEBR†;
mp-567681;trivial*;LCEBR†;
mp-567720;trivial*;LCEBR†;
mp-567771;trivial*;LCEBR†;
mp-569275;TI*;SEBR†;
mp-569558;SM*;ES†;Plane
mp-569885;SM*;ESFD†;Point
mp-570173;trivial*;LCEBR†;
mp-570259;trivial*;LCEBR†;
mp-570578;SM*;ESFD†;Point
mp-570657;trivial*;LCEBR†;
mp-570689;SM*;ES†;Plane
mp-571440;trivial*;LCEBR†;
mp-573697;trivial*;LCEBR†;
mp-581026;SM*;ESFD†;Point
mp-582142;trivial*;LCEBR†;
mp-622107;SM*;ES†;Line
mp-624399;trivial*;LCEBR†;
mp-6258;SM*;ES†;Line
mp-6309;SM*;ESFD†;Point
mp-634117;trivial*;LCEBR†;
mp-638236;trivial*;LCEBR†;
mp-6544;SM*;ESFD†;Point
mp-663;TI*;SEBR†;
mp-6637;SM*;ESFD†;Point
mp-672251;trivial*;LCEBR†;
mp-6788;trivial*;LCEBR†;
mp-680092;trivial*;LCEBR†;
mp-680114;trivial*;LCEBR†;
mp-681;SM*;ESFD†;Point
mp-696288;trivial*;LCEBR†;
mp-703305;trivial*;LCEBR†;
mp-7038;trivial*;LCEBR†;
mp-706504;trivial*;LCEBR†;
mp-7095;SM*;ESFD†;Point
mp-7210;trivial*;LCEBR†;
mp-7233;trivial*;LCEBR†;
mp-747;TI*;SEBR†;
mp-774;SM*;ES†;Line
mp-806;SM*;ESFD†;Point
mp-8145;trivial*;LCEBR†;
mp-8277;trivial*;LCEBR†;
mp-8402;trivial*;LCEBR†;
mp-8456;SM*;ESFD†;Point
mp-858;SM*;ESFD†;Point
mp-8725;trivial*;LCEBR†;
mp-8894;SM*;ESFD†;Point
mp-8932;trivial*;LCEBR†;
mp-9143;trivial*;LCEBR†;
mp-9270;trivial*;LCEBR†;
mp-9383;trivial*;LCEBR†;
mp-994;trivial*;LCEBR†;
mp-9967;TI*;NLC†;
mp-9978;TI*;SEBR†;
mp-10023;SM*;ESFD†;Point
mp-10038;SM*;ESFD†;Point
mp-1018022;SM*;ES†;Line
mp-1018107;TI*;SEBR†;
mp-1018668;SM*;ESFD†;Point
mp-1018704;SM*;ESFD†;Point
mp-1027;SM*;ESFD†;Point
mp-10342;SM*;ESFD†;Point
mp-10376;SM*;ESFD†;Point
mp-10413;trivial*;LCEBR†;
mp-10527;SM*;ESFD†;Point
mp-1062;SM*;ES†;Line
mp-10692;SM*;ESFD†;Point
mp-1077;TI*;SEBR†;
mp-10853;SM*;ESFD†;Point
mp-10901;SM*;ESFD†;Point
mp-11009;trivial*;LCEBR†;
mp-11212;TI*;SEBR†;
mp-11433;trivial*;LCEBR†;
mp-11452;TI*;SEBR†;
mp-11540;SM*;ES†;Line
mp-11764;SM*;ES†;Plane
mp-1182;TI*;NLC†;
mp-12015;trivial*;LCEBR†;
mp-1223;SM*;ESFD†;Point
mp-12466;TI*;NLC†;
mp-12585;SM*;ESFD†;Point
mp-12614;SM*;ES†;Plane
mp-13025;TI*;NLC†;
mp-13120;SM*;ES†;Line
mp-13495;TI*;NLC†;
mp-13513;TI*;NLC†;
mp-13680;trivial*;LCEBR†;
mp-14115;trivial*;LCEBR†;
mp-14506;trivial*;LCEBR†;
mp-14824;TI*;SEBR†;
mp-16532;SM*;ES†;Line
mp-16830;SM*;ES†;Line
mp-17057;trivial*;LCEBR†;
mp-17757;TI*;NLC†;
mp-17910;SM*;ESFD†;Point
mp-17956;trivial*;LCEBR†;
mp-18129;trivial*;LCEBR†;
mp-18219;TI*;NLC†;
mp-18411;trivial*;LCEBR†;
mp-1877;SM*;ESFD†;Point
mp-18994;trivial*;LCEBR†;
mp-19162;trivial*;LCEBR†;
mp-1994;TI*;SEBR†;
mp-19956;trivial*;LCEBR†;
mp-20030;SM*;ESFD†;Point
mp-20553;SM*;ESFD†;Point
mp-206;SM*;ESFD†;Point
mp-2091;SM*;ESFD†;Point
mp-21068;SM*;ES†;Line
mp-21136;SM*;ESFD†;Point
mp-2136;trivial*;LCEBR†;
mp-21879;trivial*;LCEBR†;
mp-22418;SM*;ESFD†;Point
mp-23102;SM*;ESFD†;Point
mp-23324;trivial*;LCEBR†;
mp-23431;trivial*;LCEBR†;
mp-23879;trivial*;LCEBR†;
mp-2406;SM*;ES†;Line
mp-24227;trivial*;LCEBR†;
mp-2560;TI*;SEBR†;
mp-257;SM*;ESFD†;Point
mp-2633;trivial*;LCEBR†;
mp-2677;SM*;ESFD†;Point
mp-2697;trivial*;LCEBR†;
mp-27368;trivial*;LCEBR†;
mp-27474;SM*;ESFD†;Point
mp-27689;trivial*;LCEBR†;
